,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
307,80,4000,0.252,0.177,0.206,0.256,0.192,0.122,0.152,0.178,0.14,0.202
308,90,4000,0.228,0.216,0.237,0.13,0.264,0.183,0.231,0.296,0.228,0.139
309,100,4000,0.191,0.228,0.138,0.211,0.196,0.115,0.199,0.178,0.227,0.132
310,110,4000,0.195,0.195,0.1,0.149,0.201,0.146,0.128,0.157,0.244,0.237
311,120,4000,0.154,0.232,0.109,0.139,0.148,0.103,0.114,0.17,0.117,0.169
312,130,4000,0.116,0.23,0.126,0.104,0.151,0.124,0.185,0.192,0.167,0.118
313,140,4000,0.126,0.143,0.159,0.155,0.185,0.119,0.123,0.172,0.112,0.09
314,150,4000,0.156,0.109,0.099,0.147,0.125,0.174,0.108,0.122,0.146,0.114
315,160,4000,0.164,0.228,0.136,0.154,0.121,0.11,0.211,0.115,0.108,0.156
316,170,4000,0.149,0.137,0.165,0.142,0.098,0.134,0.161,0.147,0.108,0.186
317,180,4000,0.168,0.19,0.103,0.097,0.103,0.122,0.104,0.146,0.11,0.111
318,190,4000,0.113,0.158,0.127,0.086,0.146,0.083,0.121,0.134,0.104,0.123
319,200,4000,0.112,0.108,0.091,0.088,0.143,0.087,0.121,0.129,0.123,0.085
320,10,4500,0.38133333333333336,0.4142222222222222,0.4017777777777778,0.49333333333333335,0.39555555555555555,0.3591111111111111,0.3893333333333333,0.27555555555555555,0.48977777777777776,0.4275555555555556
321,20,4500,0.4017777777777778,0.37422222222222223,0.176,0.3457777777777778,0.1751111111111111,0.4026666666666667,0.29777777777777775,0.45866666666666667,0.304,0.3457777777777778
322,30,4500,0.3031111111111111,0.3688888888888889,0.2808888888888889,0.17333333333333334,0.33955555555555555,0.36444444444444446,0.13155555555555556,0.20266666666666666,0.3893333333333333,0.26755555555555555
323,40,4500,0.17155555555555554,0.3217777777777778,0.18488888888888888,0.2808888888888889,0.2657777777777778,0.22844444444444445,0.31022222222222223,0.2657777777777778,0.1537777777777778,0.27644444444444444
324,50,4500,0.2986666666666667,0.2408888888888889,0.264,0.264,0.17066666666666666,0.14755555555555555,0.16,0.18844444444444444,0.25333333333333335,0.312
325,60,4500,0.20177777777777778,0.3128888888888889,0.18577777777777776,0.28888888888888886,0.168,0.21866666666666668,0.2871111111111111,0.17777777777777778,0.2328888888888889,0.2897777777777778
326,70,4500,0.25333333333333335,0.18933333333333333,0.25333333333333335,0.11466666666666667,0.13422222222222221,0.17777777777777778,0.12177777777777778,0.22311111111111112,0.11377777777777778,0.1751111111111111
327,80,4500,0.2782222222222222,0.29777777777777775,0.1928888888888889,0.20266666666666666,0.20444444444444446,0.2604444444444444,0.15911111111111112,0.21155555555555555,0.23466666666666666,0.13866666666666666
328,90,4500,0.18488888888888888,0.18133333333333335,0.20622222222222222,0.208,0.20355555555555555,0.12177777777777778,0.19555555555555557,0.12088888888888889,0.23377777777777778,0.1991111111111111
329,100,4500,0.12622222222222224,0.20977777777777779,0.16266666666666665,0.13422222222222221,0.22133333333333333,0.21333333333333335,0.17244444444444446,0.11555555555555555,0.19555555555555557,0.16177777777777777
330,110,4500,0.11822222222222223,0.1537777777777778,0.13422222222222221,0.15733333333333333,0.14666666666666667,0.16622222222222222,0.18133333333333335,0.11022222222222222,0.13066666666666665,0.11822222222222223
331,120,4500,0.25155555555555553,0.15911111111111112,0.14844444444444443,0.11911111111111111,0.1608888888888889,0.17066666666666666,0.14577777777777778,0.11911111111111111,0.1928888888888889,0.11466666666666667
332,130,4500,0.12977777777777777,0.128,0.10666666666666667,0.14666666666666667,0.15288888888888888,0.24266666666666667,0.1751111111111111,0.128,0.10311111111111111,0.2248888888888889
333,140,4500,0.14044444444444446,0.17155555555555554,0.15555555555555556,0.11022222222222222,0.128,0.10133333333333333,0.1831111111111111,0.208,0.22755555555555557,0.22844444444444445
334,150,4500,0.112,0.1688888888888889,0.11377777777777778,0.13955555555555554,0.12,0.10666666666666667,0.14666666666666667,0.15022222222222223,0.15466666666666667,0.21955555555555556
335,160,4500,0.12177777777777778,0.19377777777777777,0.104,0.14133333333333334,0.17333333333333334,0.144,0.11466666666666667,0.12177777777777778,0.144,0.16622222222222222
336,170,4500,0.13422222222222221,0.11733333333333333,0.11733333333333333,0.1608888888888889,0.11733333333333333,0.13155555555555556,0.10844444444444444,0.12266666666666666,0.09244444444444444,0.12977777777777777
337,180,4500,0.16177777777777777,0.10311111111111111,0.1111111111111111,0.17155555555555554,0.1831111111111111,0.1511111111111111,0.12266666666666666,0.11733333333333333,0.10933333333333334,0.1351111111111111
338,190,4500,0.11644444444444445,0.11466666666666667,0.19555555555555557,0.12622222222222224,0.13066666666666665,0.16977777777777778,0.2,0.10844444444444444,0.10933333333333334,0.1351111111111111
339,200,4500,0.1671111111111111,0.13244444444444445,0.15288888888888888,0.13866666666666666,0.11022222222222222,0.0951111111111111,0.15911111111111112,0.13866666666666666,0.15022222222222223,0.09422222222222222
340,10,5000,0.38,0.4808,0.28,0.3744,0.3488,0.504,0.168,0.3536,0.4704,0.4288
341,20,5000,0.4024,0.4384,0.1568,0.2904,0.4312,0.44,0.2112,0.408,0.292,0.3696
342,30,5000,0.1848,0.2088,0.3752,0.3424,0.3184,0.2776,0.2272,0.288,0.3512,0.252
343,40,5000,0.3768,0.3256,0.1952,0.3,0.1552,0.2672,0.1624,0.2232,0.1696,0.3232
344,50,5000,0.2936,0.3064,0.304,0.2608,0.1432,0.2888,0.3032,0.2576,0.1984,0.368
345,60,5000,0.1952,0.2272,0.2568,0.332,0.1096,0.2368,0.2888,0.2472,0.2064,0.2192
346,70,5000,0.2208,0.1968,0.1576,0.2528,0.2536,0.224,0.2368,0.1616,0.2384,0.2216
347,80,5000,0.1496,0.16,0.1616,0.1704,0.1864,0.2576,0.2616,0.2656,0.2088,0.1856
348,90,5000,0.1544,0.2704,0.2544,0.1936,0.1448,0.1112,0.1576,0.2104,0.228,0.1336
349,100,5000,0.2064,0.2944,0.124,0.1288,0.124,0.156,0.2408,0.1176,0.1632,0.2048
350,110,5000,0.1696,0.2208,0.1688,0.2032,0.2744,0.1296,0.2616,0.1472,0.1184,0.1584
351,120,5000,0.1816,0.0968,0.1488,0.1216,0.16,0.2304,0.2256,0.1624,0.1552,0.1232
352,130,5000,0.184,0.1528,0.1912,0.1488,0.116,0.1368,0.152,0.216,0.124,0.1152
353,140,5000,0.1528,0.2416,0.108,0.116,0.1008,0.1472,0.112,0.1272,0.2112,0.2072
354,150,5000,0.1384,0.2088,0.1624,0.1568,0.148,0.0992,0.2296,0.1904,0.1912,0.2016
355,160,5000,0.2008,0.1264,0.1696,0.18,0.1584,0.1504,0.1728,0.1328,0.1544,0.136
356,170,5000,0.1696,0.1944,0.1088,0.1048,0.1096,0.1128,0.0968,0.1208,0.1096,0.1544
357,180,5000,0.1544,0.128,0.1856,0.1992,0.16,0.14,0.0792,0.2168,0.1944,0.1232
358,190,5000,0.116,0.0888,0.1624,0.1016,0.1056,0.1176,0.1944,0.0968,0.136,0.1152
359,200,5000,0.1824,0.1072,0.1624,0.1232,0.0944,0.148,0.16,0.1248,0.1976,0.1048
360,10,5500,0.43418181818181817,0.43563636363636365,0.38836363636363636,0.41163636363636363,0.5025454545454545,0.36654545454545456,0.376,0.432,0.43418181818181817,0.4290909090909091
361,20,5500,0.3563636363636364,0.3098181818181818,0.36218181818181816,0.30327272727272725,0.3927272727272727,0.3003636363636364,0.37018181818181817,0.4058181818181818,0.3389090909090909,0.15781818181818183
362,30,5500,0.15636363636363637,0.30618181818181817,0.3018181818181818,0.392,0.3236363636363636,0.17381818181818182,0.3781818181818182,0.20363636363636364,0.32945454545454544,0.1658181818181818
363,40,5500,0.2298181818181818,0.26690909090909093,0.3541818181818182,0.18109090909090908,0.3338181818181818,0.31636363636363635,0.3018181818181818,0.2545454545454545,0.16218181818181818,0.15127272727272728
364,50,5500,0.29745454545454547,0.34036363636363637,0.3498181818181818,0.2610909090909091,0.3003636363636364,0.17018181818181818,0.2858181818181818,0.30836363636363634,0.17454545454545456,0.24945454545454546
365,60,5500,0.2625454545454545,0.18981818181818183,0.26690909090909093,0.23563636363636364,0.13454545454545455,0.14472727272727273,0.10690909090909091,0.26181818181818184,0.16654545454545455,0.34254545454545454
366,70,5500,0.25236363636363635,0.24654545454545454,0.2429090909090909,0.15927272727272726,0.13090909090909092,0.21381818181818182,0.20872727272727273,0.1890909090909091,0.27636363636363637,0.16436363636363635
367,80,5500,0.26327272727272727,0.21309090909090908,0.26036363636363635,0.296,0.18181818181818182,0.16436363636363635,0.26036363636363635,0.15781818181818183,0.12509090909090909,0.13963636363636364
368,90,5500,0.17236363636363636,0.15563636363636363,0.11781818181818182,0.12872727272727272,0.16072727272727272,0.19854545454545455,0.1730909090909091,0.13090909090909092,0.208,0.12727272727272726
369,100,5500,0.1789090909090909,0.16290909090909092,0.16145454545454546,0.17527272727272727,0.24363636363636362,0.17745454545454545,0.12290909090909091,0.192,0.1549090909090909,0.21963636363636363
370,110,5500,0.19345454545454546,0.1389090909090909,0.22254545454545455,0.22036363636363637,0.11854545454545455,0.14254545454545456,0.14763636363636365,0.10109090909090909,0.2676363636363636,0.1789090909090909
371,120,5500,0.15563636363636363,0.144,0.15854545454545454,0.12,0.12581818181818183,0.22836363636363635,0.11345454545454546,0.16727272727272727,0.11563636363636363,0.12290909090909091
372,130,5500,0.15127272727272728,0.10545454545454545,0.14036363636363636,0.16218181818181818,0.18109090909090908,0.1469090909090909,0.13018181818181818,0.12727272727272726,0.13818181818181818,0.23345454545454544
373,140,5500,0.1658181818181818,0.15127272727272728,0.15563636363636363,0.2349090909090909,0.13163636363636363,0.17963636363636365,0.15854545454545454,0.19345454545454546,0.1389090909090909,0.14036363636363636
374,150,5500,0.11272727272727273,0.23854545454545453,0.13236363636363635,0.10618181818181818,0.112,0.15563636363636363,0.10472727272727272,0.2487272727272727,0.1789090909090909,0.14254545454545456
375,160,5500,0.11927272727272727,0.13018181818181818,0.14981818181818182,0.15418181818181817,0.13454545454545455,0.16727272727272727,0.13672727272727273,0.11636363636363636,0.11709090909090909,0.15563636363636363
376,170,5500,0.2421818181818182,0.11709090909090909,0.11636363636363636,0.096,0.13236363636363635,0.10981818181818181,0.136,0.112,0.12509090909090909,0.16872727272727273
377,180,5500,0.09963636363636363,0.1149090909090909,0.12436363636363636,0.09090909090909091,0.13818181818181818,0.184,0.22836363636363635,0.09672727272727273,0.12218181818181818,0.10545454545454545
378,190,5500,0.10181818181818182,0.136,0.10618181818181818,0.10763636363636364,0.11854545454545455,0.12072727272727272,0.11054545454545454,0.09454545454545454,0.09090909090909091,0.112
379,200,5500,0.14254545454545456,0.1389090909090909,0.10254545454545455,0.12872727272727272,0.12509090909090909,0.14981818181818182,0.17381818181818182,0.11709090909090909,0.10109090909090909,0.17527272727272727
380,10,6000,0.32466666666666666,0.37066666666666664,0.3913333333333333,0.39866666666666667,0.456,0.44066666666666665,0.3626666666666667,0.434,0.454,0.394
381,20,6000,0.38866666666666666,0.38133333333333336,0.31133333333333335,0.3893333333333333,0.23933333333333334,0.3473333333333333,0.39866666666666667,0.18133333333333335,0.36133333333333334,0.2786666666666667
382,30,6000,0.32466666666666666,0.21933333333333332,0.33,0.3466666666666667,0.20733333333333334,0.35933333333333334,0.3586666666666667,0.18733333333333332,0.172,0.28933333333333333
383,40,6000,0.27466666666666667,0.30466666666666664,0.2986666666666667,0.2693333333333333,0.15466666666666667,0.24933333333333332,0.358,0.3406666666666667,0.3273333333333333,0.21933333333333332
384,50,6000,0.298,0.20266666666666666,0.212,0.31333333333333335,0.13466666666666666,0.18733333333333332,0.2673333333333333,0.2826666666666667,0.198,0.262
385,60,6000,0.136,0.3006666666666667,0.16733333333333333,0.158,0.3313333333333333,0.17533333333333334,0.24,0.266,0.21333333333333335,0.332
386,70,6000,0.28933333333333333,0.16466666666666666,0.2773333333333333,0.14266666666666666,0.19333333333333333,0.14266666666666666,0.186,0.148,0.18333333333333332,0.142
387,80,6000,0.22,0.2906666666666667,0.22466666666666665,0.13533333333333333,0.21333333333333335,0.16133333333333333,0.14866666666666667,0.204,0.14133333333333334,0.254
388,90,6000,0.12666666666666668,0.15866666666666668,0.18866666666666668,0.15066666666666667,0.15266666666666667,0.114,0.18066666666666667,0.13,0.14533333333333334,0.26866666666666666
389,100,6000,0.22666666666666666,0.166,0.18533333333333332,0.14333333333333334,0.11733333333333333,0.27066666666666667,0.18133333333333335,0.19266666666666668,0.11733333333333333,0.162
390,110,6000,0.216,0.12333333333333334,0.252,0.14733333333333334,0.16666666666666666,0.15,0.12066666666666667,0.13,0.22733333333333333,0.13533333333333333
391,120,6000,0.13066666666666665,0.146,0.17533333333333334,0.23,0.21733333333333332,0.146,0.144,0.25466666666666665,0.13666666666666666,0.12266666666666666
392,130,6000,0.138,0.22866666666666666,0.202,0.20733333333333334,0.126,0.12866666666666668,0.12933333333333333,0.18533333333333332,0.09333333333333334,0.09666666666666666
393,140,6000,0.14933333333333335,0.20933333333333334,0.10733333333333334,0.13333333333333333,0.10533333333333333,0.22933333333333333,0.22266666666666668,0.14,0.12133333333333333,0.19733333333333333
394,150,6000,0.10933333333333334,0.13,0.09466666666666666,0.18466666666666667,0.222,0.15666666666666668,0.13666666666666666,0.13933333333333334,0.106,0.128
395,160,6000,0.19466666666666665,0.12533333333333332,0.12466666666666666,0.14733333333333334,0.11733333333333333,0.124,0.142,0.10066666666666667,0.14133333333333334,0.11
396,170,6000,0.16133333333333333,0.104,0.09933333333333333,0.12666666666666668,0.09266666666666666,0.112,0.13666666666666666,0.132,0.112,0.132
397,180,6000,0.1,0.16466666666666666,0.15266666666666667,0.18933333333333333,0.112,0.13333333333333333,0.14533333333333334,0.12333333333333334,0.086,0.11066666666666666
398,190,6000,0.178,0.09933333333333333,0.09133333333333334,0.11066666666666666,0.13933333333333334,0.09666666666666666,0.08866666666666667,0.16733333333333333,0.146,0.1
399,200,6000,0.09733333333333333,0.116,0.112,0.128,0.16933333333333334,0.10666666666666667,0.13933333333333334,0.11266666666666666,0.09733333333333333,0.114
