,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
116,170,120,0.06666666666666667,0.1,0.03333333333333333,0.1,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667
117,180,120,0.1,0.06666666666666667,0.1,0.0,0.1,0.13333333333333333,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.1
118,190,120,0.0,0.13333333333333333,0.06666666666666667,0.03333333333333333,0.13333333333333333,0.16666666666666666,0.1,0.06666666666666667,0.03333333333333333,0.03333333333333333
119,200,120,0.06666666666666667,0.06666666666666667,0.1,0.1,0.1,0.03333333333333333,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.03333333333333333
120,10,140,0.11428571428571428,0.08571428571428572,0.02857142857142857,0.08571428571428572,0.22857142857142856,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.05714285714285714
121,20,140,0.14285714285714285,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.05714285714285714,0.2,0.17142857142857143,0.05714285714285714,0.08571428571428572
122,30,140,0.08571428571428572,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.02857142857142857,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.08571428571428572,0.05714285714285714
123,40,140,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.14285714285714285,0.02857142857142857,0.11428571428571428
124,50,140,0.05714285714285714,0.08571428571428572,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.11428571428571428,0.11428571428571428,0.08571428571428572,0.08571428571428572,0.14285714285714285
125,60,140,0.08571428571428572,0.14285714285714285,0.11428571428571428,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.17142857142857143,0.14285714285714285,0.17142857142857143,0.11428571428571428
126,70,140,0.08571428571428572,0.05714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.17142857142857143,0.05714285714285714,0.02857142857142857,0.08571428571428572,0.0
127,80,140,0.11428571428571428,0.08571428571428572,0.0,0.02857142857142857,0.08571428571428572,0.14285714285714285,0.2,0.08571428571428572,0.14285714285714285,0.08571428571428572
128,90,140,0.11428571428571428,0.22857142857142856,0.05714285714285714,0.08571428571428572,0.08571428571428572,0.17142857142857143,0.11428571428571428,0.08571428571428572,0.05714285714285714,0.05714285714285714
129,100,140,0.14285714285714285,0.14285714285714285,0.02857142857142857,0.08571428571428572,0.05714285714285714,0.05714285714285714,0.14285714285714285,0.08571428571428572,0.05714285714285714,0.02857142857142857
130,110,140,0.11428571428571428,0.11428571428571428,0.05714285714285714,0.08571428571428572,0.11428571428571428,0.02857142857142857,0.05714285714285714,0.02857142857142857,0.17142857142857143,0.05714285714285714
131,120,140,0.08571428571428572,0.14285714285714285,0.08571428571428572,0.02857142857142857,0.05714285714285714,0.08571428571428572,0.05714285714285714,0.11428571428571428,0.11428571428571428,0.11428571428571428
