,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
360,10,380,0.3263157894736842,0.4631578947368421,0.3894736842105263,0.2631578947368421,0.3157894736842105,0.28421052631578947,0.45263157894736844,0.3684210526315789,0.25263157894736843,0.43157894736842106
361,20,380,0.37894736842105264,0.3263157894736842,0.3684210526315789,0.18947368421052632,0.3473684210526316,0.14736842105263157,0.23157894736842105,0.2631578947368421,0.30526315789473685,0.35789473684210527
362,30,380,0.2631578947368421,0.3157894736842105,0.4,0.37894736842105264,0.30526315789473685,0.16842105263157894,0.37894736842105264,0.22105263157894736,0.25263157894736843,0.2631578947368421
363,40,380,0.14736842105263157,0.11578947368421053,0.25263157894736843,0.28421052631578947,0.23157894736842105,0.2,0.3157894736842105,0.35789473684210527,0.3157894736842105,0.3263157894736842
364,50,380,0.42105263157894735,0.25263157894736843,0.21052631578947367,0.18947368421052632,0.3157894736842105,0.24210526315789474,0.29473684210526313,0.22105263157894736,0.30526315789473685,0.25263157894736843
365,60,380,0.14736842105263157,0.25263157894736843,0.18947368421052632,0.17894736842105263,0.28421052631578947,0.14736842105263157,0.14736842105263157,0.1368421052631579,0.23157894736842105,0.16842105263157894
366,70,380,0.4,0.2,0.09473684210526316,0.15789473684210525,0.14736842105263157,0.16842105263157894,0.29473684210526313,0.2,0.3263157894736842,0.25263157894736843
367,80,380,0.21052631578947367,0.08421052631578947,0.28421052631578947,0.1368421052631579,0.23157894736842105,0.12631578947368421,0.15789473684210525,0.25263157894736843,0.16842105263157894,0.22105263157894736
368,90,380,0.2,0.2631578947368421,0.14736842105263157,0.08421052631578947,0.1368421052631579,0.1368421052631579,0.24210526315789474,0.17894736842105263,0.18947368421052632,0.2736842105263158
369,100,380,0.1368421052631579,0.21052631578947367,0.14736842105263157,0.25263157894736843,0.1368421052631579,0.23157894736842105,0.24210526315789474,0.18947368421052632,0.15789473684210525,0.2736842105263158
