,nof_selected_features,nof_samples,min_test_error_0,min_test_error_1,min_test_error_2,min_test_error_3,min_test_error_4,min_test_error_5,min_test_error_6,min_test_error_7,min_test_error_8,min_test_error_9
95,160,500,0.072,0.064,0.096,0.064,0.056,0.064,0.104,0.096,0.08,0.056
96,170,500,0.104,0.104,0.08,0.096,0.088,0.072,0.08,0.096,0.152,0.12
97,180,500,0.048,0.048,0.096,0.064,0.104,0.08,0.064,0.12,0.08,0.088
98,190,500,0.088,0.104,0.088,0.096,0.064,0.064,0.072,0.08,0.064,0.12
99,200,500,0.12,0.096,0.096,0.056,0.088,0.064,0.12,0.096,0.08,0.104
100,10,600,0.10666666666666667,0.18,0.11333333333333333,0.08666666666666667,0.11333333333333333,0.11333333333333333,0.12,0.2,0.14,0.09333333333333334
101,20,600,0.14666666666666667,0.15333333333333332,0.1,0.12,0.12666666666666668,0.09333333333333334,0.13333333333333333,0.08,0.09333333333333334,0.11333333333333333
102,30,600,0.1,0.12,0.11333333333333333,0.1,0.11333333333333333,0.1,0.16,0.14,0.08666666666666667,0.13333333333333333
103,40,600,0.12666666666666668,0.14,0.1,0.14666666666666667,0.13333333333333333,0.12,0.11333333333333333,0.11333333333333333,0.1,0.09333333333333334
104,50,600,0.06,0.12666666666666668,0.13333333333333333,0.10666666666666667,0.08,0.09333333333333334,0.05333333333333334,0.08,0.14,0.1
105,60,600,0.14,0.09333333333333334,0.1,0.10666666666666667,0.12666666666666668,0.10666666666666667,0.09333333333333334,0.08666666666666667,0.15333333333333332,0.12666666666666668
106,70,600,0.12666666666666668,0.11333333333333333,0.14666666666666667,0.12,0.10666666666666667,0.11333333333333333,0.08666666666666667,0.10666666666666667,0.14,0.06666666666666667
107,80,600,0.12,0.12666666666666668,0.08666666666666667,0.14,0.10666666666666667,0.08,0.07333333333333333,0.12666666666666668,0.13333333333333333,0.12666666666666668
108,90,600,0.1,0.13333333333333333,0.09333333333333334,0.09333333333333334,0.08666666666666667,0.07333333333333333,0.11333333333333333,0.12,0.11333333333333333,0.13333333333333333
109,100,600,0.12,0.06666666666666667,0.08,0.09333333333333334,0.10666666666666667,0.11333333333333333,0.08666666666666667,0.14,0.1,0.05333333333333334
110,110,600,0.06666666666666667,0.09333333333333334,0.08666666666666667,0.12,0.08666666666666667,0.10666666666666667,0.1,0.08666666666666667,0.10666666666666667,0.13333333333333333
111,120,600,0.08,0.06,0.08666666666666667,0.12,0.07333333333333333,0.14,0.06666666666666667,0.13333333333333333,0.08,0.09333333333333334
112,130,600,0.10666666666666667,0.1,0.11333333333333333,0.08,0.12666666666666668,0.12,0.12666666666666668,0.11333333333333333,0.13333333333333333,0.09333333333333334
113,140,600,0.10666666666666667,0.06,0.07333333333333333,0.12666666666666668,0.08,0.1,0.07333333333333333,0.1,0.1,0.09333333333333334
114,150,600,0.1,0.09333333333333334,0.07333333333333333,0.07333333333333333,0.10666666666666667,0.09333333333333334,0.10666666666666667,0.1,0.12,0.07333333333333333
115,160,600,0.08,0.04666666666666667,0.08666666666666667,0.06,0.07333333333333333,0.12666666666666668,0.09333333333333334,0.06666666666666667,0.14,0.09333333333333334
116,170,600,0.06,0.12666666666666668,0.08,0.08666666666666667,0.06666666666666667,0.02,0.1,0.1,0.1,0.16
117,180,600,0.11333333333333333,0.08,0.05333333333333334,0.12666666666666668,0.10666666666666667,0.06,0.10666666666666667,0.12666666666666668,0.1,0.08666666666666667
118,190,600,0.10666666666666667,0.10666666666666667,0.08,0.06666666666666667,0.08666666666666667,0.1,0.08666666666666667,0.09333333333333334,0.08,0.11333333333333333
119,200,600,0.08,0.06,0.07333333333333333,0.08666666666666667,0.06666666666666667,0.08,0.10666666666666667,0.1,0.1,0.07333333333333333
120,10,700,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.13142857142857142,0.11428571428571428,0.09142857142857143,0.09142857142857143,0.10857142857142857,0.11428571428571428,0.09714285714285714
121,20,700,0.10285714285714286,0.13714285714285715,0.14857142857142858,0.11428571428571428,0.12,0.09142857142857143,0.14285714285714285,0.14285714285714285,0.12571428571428572,0.10285714285714286
122,30,700,0.12,0.10285714285714286,0.12,0.09142857142857143,0.13714285714285715,0.10857142857142857,0.11428571428571428,0.12,0.12571428571428572,0.09142857142857143
123,40,700,0.09714285714285714,0.09142857142857143,0.13142857142857142,0.12,0.08571428571428572,0.09714285714285714,0.09714285714285714,0.13142857142857142,0.11428571428571428,0.09714285714285714
124,50,700,0.14857142857142858,0.10285714285714286,0.10857142857142857,0.08,0.08571428571428572,0.10857142857142857,0.10857142857142857,0.08571428571428572,0.08571428571428572,0.16
125,60,700,0.13142857142857142,0.09142857142857143,0.08,0.10285714285714286,0.09142857142857143,0.06857142857142857,0.10857142857142857,0.12,0.12,0.12571428571428572
126,70,700,0.14285714285714285,0.10857142857142857,0.10857142857142857,0.12571428571428572,0.10285714285714286,0.07428571428571429,0.12571428571428572,0.08571428571428572,0.12,0.09142857142857143
127,80,700,0.09142857142857143,0.10285714285714286,0.10285714285714286,0.12,0.10857142857142857,0.10285714285714286,0.09142857142857143,0.10857142857142857,0.07428571428571429,0.08
128,90,700,0.11428571428571428,0.05714285714285714,0.11428571428571428,0.09142857142857143,0.07428571428571429,0.13714285714285715,0.10285714285714286,0.15428571428571428,0.13142857142857142,0.09142857142857143
129,100,700,0.09142857142857143,0.09714285714285714,0.08571428571428572,0.09714285714285714,0.08571428571428572,0.08571428571428572,0.12,0.11428571428571428,0.05142857142857143,0.09714285714285714
130,110,700,0.09714285714285714,0.13142857142857142,0.06857142857142857,0.07428571428571429,0.08,0.09142857142857143,0.10285714285714286,0.12571428571428572,0.09142857142857143,0.06857142857142857
131,120,700,0.06285714285714286,0.09142857142857143,0.11428571428571428,0.09142857142857143,0.09142857142857143,0.08,0.10285714285714286,0.05714285714285714,0.08,0.09714285714285714
132,130,700,0.06857142857142857,0.09142857142857143,0.10285714285714286,0.10857142857142857,0.08,0.07428571428571429,0.09714285714285714,0.09142857142857143,0.08571428571428572,0.05714285714285714
133,140,700,0.07428571428571429,0.13142857142857142,0.11428571428571428,0.09142857142857143,0.11428571428571428,0.06857142857142857,0.12571428571428572,0.08,0.10857142857142857,0.07428571428571429
134,150,700,0.08,0.08,0.08,0.07428571428571429,0.05714285714285714,0.07428571428571429,0.06285714285714286,0.09714285714285714,0.09714285714285714,0.12571428571428572
135,160,700,0.09714285714285714,0.12571428571428572,0.07428571428571429,0.06857142857142857,0.09714285714285714,0.09142857142857143,0.045714285714285714,0.08,0.10285714285714286,0.10285714285714286
136,170,700,0.05142857142857143,0.08571428571428572,0.06857142857142857,0.07428571428571429,0.11428571428571428,0.05142857142857143,0.06857142857142857,0.08,0.10857142857142857,0.09714285714285714
137,180,700,0.09142857142857143,0.07428571428571429,0.08571428571428572,0.07428571428571429,0.11428571428571428,0.10285714285714286,0.12,0.08,0.06857142857142857,0.08
138,190,700,0.08571428571428572,0.12571428571428572,0.08571428571428572,0.09714285714285714,0.08571428571428572,0.12571428571428572,0.05714285714285714,0.08571428571428572,0.08571428571428572,0.05714285714285714
139,200,700,0.06857142857142857,0.05714285714285714,0.05142857142857143,0.08,0.08571428571428572,0.07428571428571429,0.07428571428571429,0.06857142857142857,0.12,0.11428571428571428
140,10,800,0.14,0.145,0.105,0.11,0.15,0.155,0.15,0.075,0.11,0.115
141,20,800,0.105,0.14,0.115,0.17,0.125,0.13,0.085,0.135,0.095,0.085
142,30,800,0.095,0.1,0.105,0.11,0.11,0.09,0.115,0.12,0.075,0.11
143,40,800,0.095,0.11,0.115,0.08,0.12,0.13,0.11,0.1,0.115,0.105
144,50,800,0.085,0.095,0.12,0.1,0.15,0.08,0.09,0.11,0.095,0.105
145,60,800,0.08,0.105,0.09,0.125,0.135,0.1,0.11,0.12,0.065,0.105
146,70,800,0.11,0.09,0.085,0.08,0.12,0.08,0.1,0.075,0.1,0.075
147,80,800,0.13,0.075,0.095,0.08,0.12,0.085,0.1,0.1,0.095,0.095
148,90,800,0.15,0.095,0.125,0.115,0.1,0.085,0.08,0.12,0.07,0.13
149,100,800,0.1,0.08,0.115,0.095,0.085,0.085,0.095,0.09,0.13,0.115
150,110,800,0.09,0.115,0.075,0.09,0.095,0.085,0.06,0.08,0.08,0.075
151,120,800,0.075,0.075,0.07,0.105,0.135,0.09,0.09,0.075,0.085,0.1
152,130,800,0.1,0.07,0.075,0.085,0.11,0.125,0.105,0.1,0.07,0.065
153,140,800,0.085,0.06,0.065,0.12,0.105,0.09,0.09,0.11,0.105,0.085
154,150,800,0.125,0.075,0.06,0.12,0.085,0.1,0.11,0.085,0.08,0.095
155,160,800,0.09,0.07,0.09,0.085,0.085,0.085,0.07,0.075,0.125,0.095
156,170,800,0.06,0.085,0.085,0.085,0.1,0.1,0.1,0.055,0.065,0.12
157,180,800,0.105,0.095,0.08,0.085,0.06,0.075,0.075,0.06,0.06,0.075
158,190,800,0.07,0.105,0.09,0.08,0.065,0.07,0.08,0.085,0.09,0.07
159,200,800,0.075,0.095,0.065,0.105,0.055,0.1,0.06,0.075,0.08,0.095
160,10,900,0.11555555555555555,0.10666666666666667,0.12,0.11555555555555555,0.10666666666666667,0.13777777777777778,0.14222222222222222,0.12444444444444444,0.11555555555555555,0.13333333333333333
161,20,900,0.08888888888888889,0.11555555555555555,0.12,0.10666666666666667,0.12,0.12444444444444444,0.1111111111111111,0.09777777777777778,0.12,0.1111111111111111
162,30,900,0.1111111111111111,0.09777777777777778,0.07555555555555556,0.16,0.13333333333333333,0.08444444444444445,0.1111111111111111,0.09777777777777778,0.07555555555555556,0.11555555555555555
163,40,900,0.12444444444444444,0.10666666666666667,0.10666666666666667,0.09333333333333334,0.11555555555555555,0.12,0.1288888888888889,0.08888888888888889,0.07555555555555556,0.10222222222222223
164,50,900,0.08444444444444445,0.08888888888888889,0.08444444444444445,0.10222222222222223,0.1111111111111111,0.08444444444444445,0.08888888888888889,0.10222222222222223,0.10222222222222223,0.07555555555555556
165,60,900,0.10222222222222223,0.08444444444444445,0.08444444444444445,0.07111111111111111,0.08888888888888889,0.09333333333333334,0.09333333333333334,0.09333333333333334,0.07111111111111111,0.08888888888888889
166,70,900,0.06222222222222222,0.08888888888888889,0.1111111111111111,0.10666666666666667,0.11555555555555555,0.09333333333333334,0.1111111111111111,0.10222222222222223,0.11555555555555555,0.1111111111111111
167,80,900,0.09777777777777778,0.08888888888888889,0.06666666666666667,0.10222222222222223,0.09777777777777778,0.1111111111111111,0.08888888888888889,0.09777777777777778,0.09333333333333334,0.10222222222222223
168,90,900,0.10222222222222223,0.09333333333333334,0.09333333333333334,0.07555555555555556,0.10222222222222223,0.09333333333333334,0.06666666666666667,0.1111111111111111,0.10222222222222223,0.12444444444444444
169,100,900,0.12,0.08,0.10222222222222223,0.08888888888888889,0.12444444444444444,0.10666666666666667,0.10222222222222223,0.09333333333333334,0.12,0.06222222222222222
170,110,900,0.07111111111111111,0.07111111111111111,0.08888888888888889,0.1111111111111111,0.07111111111111111,0.08444444444444445,0.07555555555555556,0.10666666666666667,0.08444444444444445,0.08444444444444445
171,120,900,0.08444444444444445,0.06666666666666667,0.08,0.07111111111111111,0.08444444444444445,0.07555555555555556,0.10666666666666667,0.05333333333333334,0.12444444444444444,0.06666666666666667
172,130,900,0.07111111111111111,0.057777777777777775,0.057777777777777775,0.08,0.07555555555555556,0.10222222222222223,0.10666666666666667,0.09777777777777778,0.09777777777777778,0.09333333333333334
173,140,900,0.07555555555555556,0.06222222222222222,0.11555555555555555,0.10666666666666667,0.07111111111111111,0.07111111111111111,0.09777777777777778,0.05333333333333334,0.07555555555555556,0.08888888888888889
174,150,900,0.06222222222222222,0.057777777777777775,0.11555555555555555,0.08444444444444445,0.07555555555555556,0.08888888888888889,0.08444444444444445,0.06222222222222222,0.05333333333333334,0.09333333333333334
175,160,900,0.057777777777777775,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.08,0.08444444444444445,0.07555555555555556,0.08,0.1288888888888889,0.057777777777777775
176,170,900,0.08888888888888889,0.08,0.09333333333333334,0.09777777777777778,0.07111111111111111,0.09333333333333334,0.11555555555555555,0.07111111111111111,0.08888888888888889,0.05333333333333334
177,180,900,0.08888888888888889,0.08,0.08888888888888889,0.06222222222222222,0.057777777777777775,0.10222222222222223,0.08444444444444445,0.057777777777777775,0.06666666666666667,0.09777777777777778
178,190,900,0.07555555555555556,0.06666666666666667,0.10666666666666667,0.07111111111111111,0.07555555555555556,0.08444444444444445,0.07111111111111111,0.08,0.057777777777777775,0.07555555555555556
179,200,900,0.07555555555555556,0.057777777777777775,0.08888888888888889,0.08888888888888889,0.08888888888888889,0.09777777777777778,0.09333333333333334,0.08888888888888889,0.06666666666666667,0.06222222222222222
180,10,1000,0.144,0.14,0.128,0.156,0.136,0.1,0.132,0.124,0.128,0.136
181,20,1000,0.14,0.084,0.1,0.116,0.08,0.12,0.108,0.108,0.092,0.112
182,30,1000,0.108,0.088,0.108,0.104,0.084,0.104,0.064,0.088,0.084,0.076
183,40,1000,0.104,0.132,0.06,0.1,0.092,0.088,0.096,0.076,0.128,0.088
184,50,1000,0.124,0.096,0.128,0.088,0.12,0.112,0.08,0.1,0.08,0.092
185,60,1000,0.076,0.112,0.1,0.1,0.088,0.104,0.084,0.068,0.084,0.112
186,70,1000,0.092,0.108,0.088,0.108,0.08,0.088,0.104,0.12,0.092,0.112
187,80,1000,0.08,0.1,0.124,0.1,0.076,0.076,0.1,0.096,0.104,0.092
188,90,1000,0.084,0.08,0.092,0.104,0.068,0.104,0.072,0.104,0.104,0.096
189,100,1000,0.064,0.06,0.088,0.08,0.068,0.108,0.096,0.072,0.08,0.064
190,110,1000,0.072,0.092,0.072,0.116,0.088,0.1,0.092,0.088,0.072,0.096
191,120,1000,0.084,0.08,0.084,0.056,0.06,0.068,0.068,0.06,0.088,0.104
192,130,1000,0.084,0.08,0.108,0.084,0.076,0.056,0.048,0.076,0.056,0.06
193,140,1000,0.12,0.088,0.076,0.056,0.096,0.04,0.084,0.068,0.068,0.08
194,150,1000,0.068,0.056,0.072,0.092,0.088,0.076,0.08,0.132,0.088,0.064
195,160,1000,0.084,0.068,0.056,0.076,0.092,0.06,0.08,0.06,0.076,0.08
196,170,1000,0.076,0.108,0.096,0.076,0.048,0.056,0.088,0.064,0.068,0.064
197,180,1000,0.056,0.064,0.068,0.072,0.088,0.092,0.068,0.072,0.064,0.1
198,190,1000,0.06,0.1,0.044,0.112,0.1,0.08,0.076,0.084,0.068,0.08
199,200,1000,0.068,0.068,0.068,0.08,0.076,0.104,0.092,0.052,0.064,0.08
200,10,1500,0.10933333333333334,0.104,0.10666666666666667,0.11466666666666667,0.09866666666666667,0.12266666666666666,0.12,0.09866666666666667,0.096,0.104
201,20,1500,0.13866666666666666,0.10666666666666667,0.104,0.06933333333333333,0.10933333333333334,0.104,0.10133333333333333,0.136,0.12533333333333332,0.10666666666666667
202,30,1500,0.11733333333333333,0.088,0.11466666666666667,0.10666666666666667,0.10933333333333334,0.09066666666666667,0.096,0.10933333333333334,0.11466666666666667,0.096
203,40,1500,0.11466666666666667,0.09333333333333334,0.09066666666666667,0.11466666666666667,0.088,0.08266666666666667,0.11733333333333333,0.096,0.096,0.06666666666666667
204,50,1500,0.09333333333333334,0.10933333333333334,0.08266666666666667,0.09066666666666667,0.088,0.09866666666666667,0.08533333333333333,0.104,0.09333333333333334,0.104
205,60,1500,0.09866666666666667,0.10666666666666667,0.10133333333333333,0.10133333333333333,0.09333333333333334,0.096,0.07466666666666667,0.072,0.072,0.104
206,70,1500,0.064,0.104,0.09866666666666667,0.096,0.08533333333333333,0.096,0.09866666666666667,0.072,0.10666666666666667,0.072
207,80,1500,0.08266666666666667,0.10133333333333333,0.096,0.08266666666666667,0.064,0.08266666666666667,0.10133333333333333,0.096,0.08,0.064
208,90,1500,0.07733333333333334,0.088,0.06933333333333333,0.06133333333333333,0.08533333333333333,0.06666666666666667,0.08266666666666667,0.104,0.07733333333333334,0.09333333333333334
209,100,1500,0.07733333333333334,0.09066666666666667,0.07466666666666667,0.096,0.08266666666666667,0.09333333333333334,0.088,0.07466666666666667,0.08266666666666667,0.10133333333333333
210,110,1500,0.09066666666666667,0.08,0.09866666666666667,0.08,0.064,0.088,0.10933333333333334,0.09066666666666667,0.088,0.06933333333333333
211,120,1500,0.08266666666666667,0.06666666666666667,0.06666666666666667,0.09866666666666667,0.06666666666666667,0.08,0.088,0.09066666666666667,0.08,0.10133333333333333
212,130,1500,0.08533333333333333,0.09333333333333334,0.09333333333333334,0.06933333333333333,0.056,0.08,0.06933333333333333,0.06933333333333333,0.104,0.07733333333333334
213,140,1500,0.09066666666666667,0.08266666666666667,0.06133333333333333,0.08266666666666667,0.09333333333333334,0.08266666666666667,0.088,0.072,0.08,0.08266666666666667
214,150,1500,0.06133333333333333,0.088,0.08,0.07466666666666667,0.08266666666666667,0.064,0.058666666666666666,0.08533333333333333,0.08266666666666667,0.08533333333333333
215,160,1500,0.088,0.088,0.088,0.09866666666666667,0.06666666666666667,0.08,0.056,0.07733333333333334,0.08266666666666667,0.08533333333333333
216,170,1500,0.07466666666666667,0.072,0.06933333333333333,0.064,0.06133333333333333,0.04533333333333334,0.088,0.09066666666666667,0.07733333333333334,0.08
217,180,1500,0.06933333333333333,0.08266666666666667,0.07733333333333334,0.06933333333333333,0.08,0.08,0.096,0.104,0.06666666666666667,0.06133333333333333
218,190,1500,0.07466666666666667,0.072,0.09333333333333334,0.06666666666666667,0.064,0.07466666666666667,0.08266666666666667,0.09066666666666667,0.048,0.07466666666666667
219,200,1500,0.072,0.09866666666666667,0.08533333333333333,0.064,0.07733333333333334,0.06933333333333333,0.08,0.058666666666666666,0.088,0.088
220,10,2000,0.116,0.1,0.092,0.112,0.13,0.114,0.096,0.104,0.126,0.116
221,20,2000,0.106,0.106,0.124,0.114,0.106,0.12,0.106,0.088,0.138,0.108
222,30,2000,0.11,0.088,0.1,0.118,0.072,0.076,0.114,0.104,0.094,0.106
223,40,2000,0.102,0.074,0.112,0.076,0.096,0.088,0.068,0.078,0.104,0.096
224,50,2000,0.108,0.09,0.098,0.066,0.074,0.046,0.1,0.09,0.088,0.09
225,60,2000,0.076,0.08,0.09,0.074,0.08,0.086,0.092,0.068,0.096,0.094
226,70,2000,0.09,0.07,0.112,0.07,0.104,0.082,0.094,0.108,0.09,0.11
227,80,2000,0.076,0.088,0.07,0.09,0.08,0.054,0.066,0.07,0.072,0.088
228,90,2000,0.088,0.074,0.072,0.09,0.068,0.076,0.084,0.078,0.092,0.096
229,100,2000,0.08,0.086,0.072,0.08,0.074,0.086,0.096,0.088,0.088,0.088
230,110,2000,0.07,0.062,0.076,0.08,0.1,0.062,0.054,0.072,0.072,0.08
231,120,2000,0.072,0.07,0.082,0.07,0.068,0.076,0.064,0.086,0.086,0.068
232,130,2000,0.082,0.082,0.076,0.092,0.066,0.064,0.058,0.078,0.082,0.092
233,140,2000,0.066,0.068,0.076,0.08,0.07,0.08,0.078,0.084,0.074,0.086
234,150,2000,0.07,0.068,0.076,0.066,0.062,0.07,0.076,0.088,0.044,0.076
235,160,2000,0.088,0.078,0.062,0.064,0.062,0.056,0.076,0.086,0.064,0.058
236,170,2000,0.066,0.07,0.084,0.09,0.054,0.076,0.084,0.07,0.078,0.076
237,180,2000,0.068,0.08,0.08,0.084,0.064,0.056,0.08,0.072,0.076,0.078
238,190,2000,0.068,0.064,0.094,0.072,0.074,0.07,0.078,0.094,0.09,0.056
239,200,2000,0.076,0.074,0.078,0.064,0.064,0.08,0.07,0.07,0.1,0.08
240,10,2500,0.112,0.0992,0.1152,0.1264,0.1104,0.0912,0.1232,0.0992,0.1424,0.112
241,20,2500,0.1072,0.1024,0.1024,0.1024,0.1104,0.1056,0.12,0.1184,0.0928,0.1072
242,30,2500,0.1264,0.088,0.1072,0.12,0.112,0.12,0.0992,0.0928,0.112,0.1216
243,40,2500,0.1024,0.1024,0.1216,0.0896,0.1056,0.1024,0.1184,0.0944,0.1248,0.0944
244,50,2500,0.0784,0.0992,0.1072,0.104,0.0912,0.088,0.0768,0.0784,0.104,0.1104
245,60,2500,0.0832,0.0992,0.08,0.0976,0.0896,0.0704,0.0928,0.0976,0.0896,0.0816
246,70,2500,0.096,0.0608,0.1088,0.1072,0.1024,0.0848,0.0912,0.0624,0.0752,0.0928
247,80,2500,0.0736,0.0928,0.0896,0.0832,0.088,0.072,0.088,0.0944,0.0672,0.0816
248,90,2500,0.0688,0.064,0.0816,0.0816,0.0912,0.072,0.0736,0.1088,0.0736,0.08
249,100,2500,0.088,0.0832,0.0784,0.0864,0.088,0.0848,0.0864,0.08,0.0704,0.1008
250,110,2500,0.088,0.08,0.064,0.0736,0.088,0.0832,0.0944,0.08,0.0688,0.072
251,120,2500,0.0928,0.0784,0.0944,0.0592,0.056,0.0736,0.0656,0.0656,0.0624,0.0688
252,130,2500,0.056,0.0784,0.0848,0.0752,0.0768,0.0848,0.064,0.0688,0.072,0.0688
253,140,2500,0.0752,0.0688,0.0704,0.0656,0.0864,0.0784,0.0656,0.0928,0.0656,0.0736
254,150,2500,0.0752,0.0656,0.064,0.0736,0.0544,0.0592,0.0656,0.0608,0.0784,0.0752
255,160,2500,0.0608,0.0832,0.056,0.0656,0.0736,0.0704,0.0784,0.0816,0.0848,0.0624
256,170,2500,0.0544,0.064,0.0736,0.0912,0.0768,0.0688,0.0672,0.088,0.072,0.0656
257,180,2500,0.0608,0.0752,0.0784,0.0784,0.0704,0.096,0.0736,0.0848,0.0672,0.0672
258,190,2500,0.0656,0.0656,0.0656,0.0768,0.0688,0.0704,0.0768,0.0704,0.0784,0.0688
259,200,2500,0.0736,0.0576,0.0768,0.0896,0.0656,0.0752,0.064,0.0672,0.072,0.088
260,10,3000,0.12533333333333332,0.124,0.116,0.13466666666666666,0.10133333333333333,0.10933333333333334,0.11333333333333333,0.11466666666666667,0.112,0.11866666666666667
261,20,3000,0.136,0.128,0.132,0.11333333333333333,0.13066666666666665,0.09333333333333334,0.11333333333333333,0.11733333333333333,0.11733333333333333,0.11466666666666667
262,30,3000,0.104,0.11066666666666666,0.112,0.13066666666666665,0.11333333333333333,0.12666666666666668,0.116,0.12133333333333333,0.11466666666666667,0.112
263,40,3000,0.08666666666666667,0.10133333333333333,0.10533333333333333,0.12666666666666668,0.096,0.10933333333333334,0.12,0.09733333333333333,0.104,0.09066666666666667
264,50,3000,0.11333333333333333,0.09333333333333334,0.108,0.09333333333333334,0.09466666666666666,0.112,0.1,0.104,0.096,0.108
265,60,3000,0.092,0.12266666666666666,0.10133333333333333,0.1,0.08933333333333333,0.084,0.08266666666666667,0.11066666666666666,0.08666666666666667,0.10266666666666667
266,70,3000,0.11066666666666666,0.09066666666666667,0.10133333333333333,0.09466666666666666,0.1,0.09866666666666667,0.096,0.10933333333333334,0.08266666666666667,0.10533333333333333
267,80,3000,0.08,0.096,0.07733333333333334,0.088,0.1,0.09333333333333334,0.10266666666666667,0.084,0.08533333333333333,0.092
268,90,3000,0.08666666666666667,0.092,0.08266666666666667,0.08533333333333333,0.08933333333333333,0.08133333333333333,0.09066666666666667,0.08,0.09466666666666666,0.10133333333333333
269,100,3000,0.07333333333333333,0.076,0.076,0.104,0.08266666666666667,0.09733333333333333,0.096,0.07733333333333334,0.09733333333333333,0.09466666666666666
270,110,3000,0.09333333333333334,0.07333333333333333,0.08666666666666667,0.084,0.076,0.092,0.07733333333333334,0.07333333333333333,0.06933333333333333,0.088
271,120,3000,0.08266666666666667,0.08933333333333333,0.076,0.064,0.064,0.08,0.10666666666666667,0.08133333333333333,0.08933333333333333,0.09333333333333334
272,130,3000,0.076,0.08666666666666667,0.072,0.08,0.096,0.088,0.07866666666666666,0.06933333333333333,0.076,0.076
273,140,3000,0.072,0.08133333333333333,0.07466666666666667,0.07866666666666666,0.072,0.08266666666666667,0.07866666666666666,0.07333333333333333,0.06266666666666666,0.07333333333333333
274,150,3000,0.07733333333333334,0.076,0.104,0.076,0.09066666666666667,0.06933333333333333,0.076,0.08266666666666667,0.08533333333333333,0.072
275,160,3000,0.08266666666666667,0.07066666666666667,0.06666666666666667,0.06533333333333333,0.07333333333333333,0.07866666666666666,0.07733333333333334,0.064,0.07466666666666667,0.06
276,170,3000,0.07066666666666667,0.07333333333333333,0.06933333333333333,0.07866666666666666,0.08666666666666667,0.09066666666666667,0.072,0.07333333333333333,0.07733333333333334,0.07866666666666666
277,180,3000,0.07733333333333334,0.07733333333333334,0.056,0.06533333333333333,0.06666666666666667,0.10933333333333334,0.08933333333333333,0.084,0.084,0.072
278,190,3000,0.068,0.06666666666666667,0.072,0.07866666666666666,0.07866666666666666,0.06933333333333333,0.068,0.084,0.07066666666666667,0.07866666666666666
279,200,3000,0.06266666666666666,0.08666666666666667,0.056,0.09333333333333334,0.08933333333333333,0.08133333333333333,0.06133333333333333,0.08,0.07333333333333333,0.08
280,10,3500,0.11657142857142858,0.11428571428571428,0.1337142857142857,0.104,0.12342857142857143,0.11085714285714286,0.144,0.12571428571428572,0.10628571428571429,0.13142857142857142
281,20,3500,0.12914285714285714,0.12685714285714286,0.13028571428571428,0.13257142857142856,0.12457142857142857,0.136,0.12114285714285715,0.12457142857142857,0.12342857142857143,0.12
282,30,3500,0.112,0.12457142857142857,0.10171428571428572,0.11885714285714286,0.112,0.12342857142857143,0.12457142857142857,0.13485714285714287,0.12228571428571429,0.09942857142857142
283,40,3500,0.12228571428571429,0.11085714285714286,0.10628571428571429,0.10171428571428572,0.12,0.12457142857142857,0.11657142857142858,0.10057142857142858,0.10171428571428572,0.104
284,50,3500,0.10857142857142857,0.10971428571428571,0.09371428571428571,0.104,0.10171428571428572,0.11085714285714286,0.10857142857142857,0.10171428571428572,0.11085714285714286,0.10285714285714286
285,60,3500,0.10628571428571429,0.09371428571428571,0.11314285714285714,0.12342857142857143,0.10857142857142857,0.096,0.10857142857142857,0.09485714285714286,0.11314285714285714,0.12457142857142857
286,70,3500,0.09371428571428571,0.096,0.08571428571428572,0.09142857142857143,0.10171428571428572,0.08914285714285715,0.09485714285714286,0.09028571428571429,0.10742857142857143,0.08114285714285714
287,80,3500,0.09714285714285714,0.08685714285714285,0.11885714285714286,0.08457142857142858,0.09257142857142857,0.07657142857142857,0.07771428571428571,0.09485714285714286,0.08228571428571428,0.10171428571428572
288,90,3500,0.09257142857142857,0.09942857142857142,0.08457142857142858,0.09142857142857143,0.09942857142857142,0.10514285714285715,0.09371428571428571,0.096,0.09714285714285714,0.07428571428571429
289,100,3500,0.08228571428571428,0.07657142857142857,0.10057142857142858,0.07885714285714286,0.06971428571428571,0.08571428571428572,0.07771428571428571,0.09257142857142857,0.10171428571428572,0.09028571428571429
290,110,3500,0.09371428571428571,0.09485714285714286,0.07085714285714285,0.09257142857142857,0.07657142857142857,0.08342857142857144,0.07314285714285715,0.08914285714285715,0.08571428571428572,0.08685714285714285
291,120,3500,0.08228571428571428,0.07428571428571429,0.08685714285714285,0.07657142857142857,0.09942857142857142,0.08457142857142858,0.08457142857142858,0.08342857142857144,0.07657142857142857,0.08914285714285715
